,Decision Tree,Linear SVM,Random Forest,SVM
0,0.9682539682539683,0.9523809523809523,0.9841269841269841,0.9523809523809523
1,0.9841269841269841,0.9523809523809523,0.8015873015873016,0.869047619047619
2,0.8174603174603174,0.9365079365079365,0.9841269841269841,0.9206349206349206
3,0.7182539682539683,0.9523809523809523,0.9007936507936507,0.9682539682539683
4,0.8174603174603174,0.9007936507936507,0.8849206349206349,0.869047619047619
5,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9206349206349206
6,0.5833333333333333,0.9841269841269841,0.75,0.8174603174603174
7,0.36904761904761896,0.9206349206349206,0.8849206349206349,0.9365079365079365
8,0.5674603174603174,0.9682539682539683,0.9166666666666666,0.9841269841269841
9,0.8849206349206349,0.9841269841269841,0.9841269841269841,0.9682539682539683
10,0.7182539682539683,0.9007936507936507,0.8333333333333334,0.9007936507936507
11,0.7023809523809523,0.8055555555555555,0.7698412698412699,0.7380952380952381
12,0.8015873015873016,0.9682539682539683,0.8531746031746031,0.9682539682539683
13,0.869047619047619,0.9682539682539683,0.9007936507936507,0.9523809523809523
14,0.8174603174603174,0.9682539682539683,0.9841269841269841,0.9523809523809523
15,0.8373015873015872,0.9206349206349206,0.8214285714285714,0.9047619047619048
16,0.4841269841269841,0.9682539682539683,0.8015873015873016,0.9523809523809523
17,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666
18,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.8849206349206349
19,0.5357142857142856,0.8849206349206349,0.75,0.9365079365079365
20,0.6190476190476191,0.869047619047619,0.9682539682539683,0.8015873015873016
21,0.9166666666666666,0.9523809523809523,0.9007936507936507,0.8849206349206349
22,0.6865079365079365,0.9682539682539683,0.9841269841269841,0.9365079365079365
23,0.8015873015873016,0.9523809523809523,0.9841269841269841,0.9206349206349206
24,0.8174603174603174,0.9166666666666666,0.9166666666666666,0.9007936507936507
25,0.9007936507936507,0.9365079365079365,0.869047619047619,0.9206349206349206
26,0.8333333333333334,0.7023809523809523,0.5833333333333333,0.8015873015873016
27,0.753968253968254,0.9523809523809523,0.9007936507936507,0.7579365079365079
28,0.9007936507936507,0.9682539682539683,0.9166666666666666,0.9682539682539683
29,0.6349206349206349,0.9682539682539683,0.9007936507936507,0.8174603174603174
30,0.41666666666666663,0.9206349206349206,0.8531746031746031,0.9206349206349206
31,0.5198412698412698,0.9007936507936507,0.9007936507936507,0.8174603174603174
32,0.7698412698412699,0.9365079365079365,0.9682539682539683,0.9523809523809523
33,0.8174603174603174,0.9523809523809523,0.9682539682539683,0.869047619047619
34,0.8333333333333334,0.8214285714285714,0.9007936507936507,0.869047619047619
35,0.8849206349206349,0.9682539682539683,0.9166666666666666,0.9523809523809523
36,0.9682539682539683,0.9682539682539683,1.0,0.9523809523809523
37,0.9841269841269841,0.9682539682539683,0.8174603174603174,0.9523809523809523
38,0.6190476190476191,0.8849206349206349,0.7182539682539683,0.8333333333333334
39,0.6507936507936507,0.9166666666666666,0.6666666666666667,0.75
40,0.7023809523809523,0.869047619047619,0.8174603174603174,0.8373015873015872
41,0.9841269841269841,0.9365079365079365,0.9365079365079365,0.8214285714285714
42,0.8849206349206349,0.8849206349206349,0.6507936507936507,0.7341269841269841
43,0.9166666666666666,0.8531746031746031,0.869047619047619,0.869047619047619
44,0.9007936507936507,0.9682539682539683,0.9841269841269841,0.9841269841269841
45,0.6190476190476191,0.9523809523809523,0.9007936507936507,0.9365079365079365
46,0.8174603174603174,0.9523809523809523,0.9007936507936507,0.8015873015873016
47,0.7182539682539683,0.9523809523809523,0.8015873015873016,0.9682539682539683
48,0.9007936507936507,0.9841269841269841,0.8174603174603174,0.9682539682539683
49,0.46825396825396826,0.8849206349206349,0.9007936507936507,0.869047619047619
50,0.7341269841269841,0.869047619047619,0.6507936507936507,0.8015873015873016
51,0.9523809523809523,0.9047619047619048,0.8849206349206349,0.9523809523809523
52,0.753968253968254,0.9523809523809523,0.9365079365079365,0.8888888888888888
53,0.6865079365079365,0.8849206349206349,0.8174603174603174,0.869047619047619
54,0.75,0.9365079365079365,0.8333333333333334,0.9365079365079365
55,0.8849206349206349,0.9841269841269841,0.8333333333333334,0.869047619047619
56,0.753968253968254,0.9365079365079365,0.7698412698412699,0.8849206349206349
57,0.9007936507936507,0.9682539682539683,0.9841269841269841,0.9682539682539683
58,0.0,0.9523809523809523,0.8849206349206349,0.9206349206349206
59,0.8333333333333334,0.8849206349206349,0.9166666666666666,0.8531746031746031
60,0.7857142857142857,0.8849206349206349,0.8174603174603174,0.7341269841269841
61,0.75,0.869047619047619,0.9007936507936507,0.9007936507936507
62,0.869047619047619,0.9682539682539683,0.7182539682539683,0.9523809523809523
63,0.9166666666666666,0.9841269841269841,0.9007936507936507,0.9166666666666666
64,0.41666666666666663,1.0,1.0,0.9841269841269841
65,0.7380952380952381,0.9682539682539683,0.9007936507936507,0.9682539682539683
66,0.4841269841269841,0.8015873015873016,0.8849206349206349,0.8015873015873016
67,0.6349206349206349,0.9841269841269841,0.9841269841269841,0.9841269841269841
68,0.6706349206349206,0.9365079365079365,0.8531746031746031,0.9206349206349206
69,0.9523809523809523,0.9682539682539683,0.9841269841269841,0.9682539682539683
70,0.7341269841269841,0.8849206349206349,0.7182539682539683,0.8373015873015872
71,0.9206349206349206,0.9682539682539683,0.8015873015873016,0.9841269841269841
72,0.4404761904761904,0.9365079365079365,0.6706349206349206,0.9206349206349206
73,0.4841269841269841,0.8849206349206349,0.75,0.869047619047619
74,0.9365079365079365,0.9682539682539683,0.9523809523809523,0.9523809523809523
75,0.9682539682539683,0.8849206349206349,0.8849206349206349,0.8849206349206349
76,0.7341269841269841,0.7857142857142857,0.8333333333333334,0.75
77,0.7698412698412699,0.8174603174603174,0.8849206349206349,0.8174603174603174
78,0.9206349206349206,0.8888888888888888,0.9206349206349206,0.8888888888888888
79,0.33333333333333337,0.9007936507936507,0.9007936507936507,0.8174603174603174
80,0.75,0.9166666666666666,0.9166666666666666,0.9007936507936507
81,0.5674603174603174,0.9682539682539683,0.9841269841269841,0.9365079365079365
82,0.7698412698412699,0.9206349206349206,0.7698412698412699,0.8888888888888888
83,0.8373015873015872,0.8333333333333334,0.6507936507936507,0.8333333333333334
84,0.75,0.9841269841269841,0.75,0.9523809523809523
85,0.753968253968254,0.9166666666666666,0.7023809523809523,0.8214285714285714
86,0.9007936507936507,0.9166666666666666,0.8333333333333334,0.8849206349206349
87,0.9523809523809523,0.9682539682539683,0.8849206349206349,0.9682539682539683
88,0.753968253968254,0.9365079365079365,0.9523809523809523,0.8214285714285714
89,0.6507936507936507,0.9682539682539683,0.7857142857142857,0.9523809523809523
90,0.4841269841269841,0.869047619047619,0.9007936507936507,0.7857142857142857
91,0.9007936507936507,1.0,1.0,1.0
92,0.5833333333333333,0.9841269841269841,1.0,0.869047619047619
93,0.8333333333333334,1.0,1.0,1.0
94,0.40476190476190477,1.0,0.9166666666666666,0.9682539682539683
95,0.8333333333333334,0.9523809523809523,0.8849206349206349,0.9047619047619048
96,0.869047619047619,0.8849206349206349,0.7857142857142857,0.8849206349206349
97,0.8849206349206349,0.9841269841269841,0.75,0.9523809523809523
98,0.869047619047619,0.9523809523809523,0.7698412698412699,0.8531746031746031
99,0.7341269841269841,0.869047619047619,0.9007936507936507,0.8373015873015872
