,Decision Tree,Linear SVM,Random Forest,SVM
0,0.5714285714285714,0.9206349206349206,0.8174603174603174,0.9523809523809523
1,0.7023809523809523,0.9682539682539683,0.8333333333333334,0.9206349206349206
2,0.6190476190476191,0.7182539682539683,0.5357142857142856,0.8531746031746031
3,0.7857142857142857,0.869047619047619,0.7182539682539683,0.873015873015873
4,0.5198412698412698,0.8373015873015872,0.7182539682539683,0.8888888888888888
5,0.8174603174603174,0.9007936507936507,0.8174603174603174,0.869047619047619
6,0.6031746031746033,0.7380952380952381,0.6507936507936507,0.7896825396825397
7,0.9365079365079365,0.8412698412698413,0.9007936507936507,0.8571428571428571
8,0.7341269841269841,0.8571428571428571,0.8174603174603174,0.8571428571428571
9,0.8531746031746031,0.9365079365079365,1.0,0.7698412698412699
10,0.31746031746031744,0.8888888888888888,0.6349206349206349,0.9047619047619048
11,0.7023809523809523,0.8174603174603174,0.5674603174603174,0.869047619047619
12,0.75,0.9007936507936507,0.8333333333333334,0.9523809523809523
13,0.6349206349206349,0.9682539682539683,0.8015873015873016,0.9523809523809523
14,0.3015873015873016,0.8412698412698413,0.4841269841269841,0.869047619047619
15,0.7698412698412699,0.869047619047619,0.8174603174603174,0.9047619047619048
16,0.7341269841269841,0.8849206349206349,0.8015873015873016,0.9047619047619048
17,0.5357142857142856,0.8214285714285714,0.6349206349206349,0.8214285714285714
18,0.7182539682539683,0.8849206349206349,0.9166666666666666,0.6865079365079365
19,0.5714285714285714,0.8373015873015872,0.7341269841269841,0.869047619047619
20,0.7857142857142857,0.503968253968254,0.5198412698412698,0.7857142857142857
21,0.5198412698412698,0.8055555555555555,0.7341269841269841,0.7341269841269841
22,0.8174603174603174,0.8849206349206349,0.8015873015873016,0.9007936507936507
23,0.7182539682539683,0.75,0.7182539682539683,0.7341269841269841
24,0.9523809523809523,0.9523809523809523,1.0,0.8888888888888888
25,0.8015873015873016,0.8015873015873016,0.75,0.8174603174603174
26,0.5515873015873016,0.8015873015873016,0.9682539682539683,0.9523809523809523
27,0.4880952380952381,0.8412698412698413,0.9841269841269841,0.8888888888888888
28,0.5515873015873016,0.9365079365079365,0.9841269841269841,0.9365079365079365
29,0.6904761904761905,0.8174603174603174,0.7341269841269841,0.8214285714285714
30,0.3849206349206349,0.6190476190476191,0.8174603174603174,0.9047619047619048
31,0.9523809523809523,0.9047619047619048,0.8174603174603174,0.9365079365079365
32,0.7182539682539683,0.8015873015873016,0.9166666666666666,0.9523809523809523
33,0.8174603174603174,0.9523809523809523,0.8849206349206349,0.9047619047619048
34,0.7738095238095237,0.8174603174603174,0.8015873015873016,0.9365079365079365
35,0.7023809523809523,0.9206349206349206,0.9007936507936507,0.9206349206349206
36,0.5833333333333333,0.8531746031746031,0.9007936507936507,0.9365079365079365
37,0.9682539682539683,0.8849206349206349,0.75,0.9206349206349206
38,0.8015873015873016,0.9206349206349206,0.9007936507936507,0.9206349206349206
39,0.75,0.7182539682539683,0.75,0.7857142857142857
40,0.6507936507936507,0.8849206349206349,0.9166666666666666,0.9047619047619048
41,0.753968253968254,0.8888888888888888,0.869047619047619,0.9523809523809523
42,0.5,1.0,0.9166666666666666,0.9523809523809523
43,0.6031746031746033,0.6031746031746033,0.7182539682539683,0.9047619047619048
44,0.45238095238095233,0.873015873015873,0.5833333333333333,0.9206349206349206
45,0.8015873015873016,0.75,0.8174603174603174,0.7341269841269841
46,0.9523809523809523,0.9365079365079365,0.8849206349206349,0.9206349206349206
47,0.9166666666666666,1.0,0.8333333333333334,1.0
48,0.869047619047619,0.8849206349206349,0.8174603174603174,0.869047619047619
49,0.40476190476190477,0.7023809523809523,0.8174603174603174,0.8531746031746031
50,0.8849206349206349,0.8571428571428571,0.7341269841269841,0.873015873015873
51,0.6547619047619048,0.9365079365079365,0.7857142857142857,0.9047619047619048
52,0.45238095238095233,0.9365079365079365,0.6666666666666667,0.8888888888888888
53,0.6349206349206349,0.8571428571428571,0.8333333333333334,0.9206349206349206
54,0.6190476190476191,0.869047619047619,0.9007936507936507,0.9206349206349206
55,0.8174603174603174,0.6190476190476191,0.6190476190476191,0.6507936507936507
56,0.869047619047619,0.9007936507936507,0.8174603174603174,0.7698412698412699
57,0.5357142857142856,0.9206349206349206,0.5833333333333333,0.9206349206349206
58,0.6666666666666667,0.6666666666666667,0.7341269841269841,0.8015873015873016
59,0.75,0.75,0.8333333333333334,0.8015873015873016
60,0.5357142857142856,0.9682539682539683,0.7341269841269841,0.9206349206349206
61,0.8531746031746031,0.9206349206349206,0.869047619047619,0.8888888888888888
62,0.6349206349206349,0.8849206349206349,0.8174603174603174,0.9682539682539683
63,0.9047619047619048,0.873015873015873,0.8373015873015872,0.873015873015873
64,0.6190476190476191,0.8412698412698413,0.9841269841269841,0.9365079365079365
65,0.7182539682539683,0.8849206349206349,0.75,0.7857142857142857
66,0.503968253968254,0.7380952380952381,0.6507936507936507,0.7380952380952381
67,0.5873015873015872,0.8015873015873016,0.8015873015873016,0.8214285714285714
68,0.9523809523809523,0.9166666666666666,0.9007936507936507,0.9523809523809523
69,0.873015873015873,0.8849206349206349,0.7341269841269841,0.8015873015873016
70,0.7341269841269841,0.9007936507936507,0.7341269841269841,0.9007936507936507
71,0.9523809523809523,0.9682539682539683,0.9007936507936507,0.9365079365079365
72,0.6666666666666667,0.7341269841269841,0.5833333333333333,0.869047619047619
73,0.4841269841269841,0.7857142857142857,0.5833333333333333,0.7023809523809523
74,0.7182539682539683,0.7698412698412699,0.8015873015873016,0.9841269841269841
75,0.0,0.9166666666666666,0.8333333333333334,0.9841269841269841
76,0.6547619047619048,0.8531746031746031,0.75,0.9047619047619048
77,0.869047619047619,0.9047619047619048,0.869047619047619,0.8888888888888888
78,0.31746031746031744,0.6507936507936507,0.7023809523809523,0.7023809523809523
79,0.5357142857142856,0.7857142857142857,0.6507936507936507,0.7896825396825397
80,0.36904761904761896,0.8214285714285714,0.5674603174603174,0.6190476190476191
81,0.7341269841269841,0.8531746031746031,0.7341269841269841,0.7023809523809523
82,0.7341269841269841,0.9206349206349206,0.9007936507936507,0.9206349206349206
83,0.5674603174603174,0.869047619047619,0.8333333333333334,0.8531746031746031
84,0.7857142857142857,0.8055555555555555,0.869047619047619,0.8055555555555555
85,0.7857142857142857,0.9166666666666666,0.9166666666666666,0.7341269841269841
86,0.9007936507936507,0.9523809523809523,0.7341269841269841,0.9206349206349206
87,0.9365079365079365,0.8174603174603174,0.8174603174603174,0.869047619047619
88,0.7380952380952381,0.9365079365079365,0.7341269841269841,0.9047619047619048
89,0.5515873015873016,0.7222222222222222,0.7857142857142857,0.623015873015873
90,0.6865079365079365,0.869047619047619,0.6507936507936507,0.8849206349206349
91,0.7698412698412699,0.7896825396825397,0.8015873015873016,0.8055555555555555
92,0.7857142857142857,0.7023809523809523,0.8531746031746031,0.7341269841269841
93,0.623015873015873,0.8849206349206349,0.8849206349206349,0.8373015873015872
94,0.7380952380952381,0.9007936507936507,0.9682539682539683,0.9523809523809523
95,0.7182539682539683,0.8849206349206349,0.8015873015873016,0.9166666666666666
96,0.8531746031746031,0.8412698412698413,0.4841269841269841,0.9206349206349206
97,0.8849206349206349,0.9523809523809523,0.8849206349206349,0.9206349206349206
98,0.7341269841269841,0.9206349206349206,0.8174603174603174,0.8571428571428571
99,0.8849206349206349,0.8015873015873016,0.7857142857142857,0.869047619047619
