,Decision Tree,Linear SVM,Random Forest,SVM
0,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.2
1,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667
2,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667
3,0.5333333333333333,0.2,0.4666666666666667,0.06666666666666667
4,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667
5,0.4,0.06666666666666667,0.3333333333333333,0.13333333333333333
6,0.6,0.06666666666666667,0.3333333333333333,0.06666666666666667
7,0.2,0.0,0.3333333333333333,0.06666666666666667
8,0.26666666666666666,0.13333333333333333,0.2,0.2
9,0.3333333333333333,0.06666666666666667,0.2,0.06666666666666667
10,0.06666666666666667,0.0,0.13333333333333333,0.0
11,0.13333333333333333,0.2,0.4666666666666667,0.06666666666666667
12,0.2,0.0,0.06666666666666667,0.06666666666666667
13,0.3333333333333333,0.0,0.4,0.2
14,0.0,0.06666666666666667,0.0,0.06666666666666667
15,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667
16,0.6666666666666666,0.0,0.06666666666666667,0.0
17,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667
18,0.13333333333333333,0.0,0.06666666666666667,0.0
19,0.0,0.0,0.13333333333333333,0.13333333333333333
20,0.0,0.0,0.26666666666666666,0.0
21,0.26666666666666666,0.0,0.26666666666666666,0.13333333333333333
22,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333
23,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667
24,0.2,0.13333333333333333,0.3333333333333333,0.13333333333333333
25,0.13333333333333333,0.0,0.2,0.0
26,0.4666666666666667,0.0,0.26666666666666666,0.06666666666666667
27,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.06666666666666667
28,0.26666666666666666,0.0,0.3333333333333333,0.0
29,0.26666666666666666,0.0,0.2,0.0
30,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.26666666666666666
31,0.2,0.0,0.06666666666666667,0.0
32,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667
